@relation MultiLabelData

@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Att31 numeric
@attribute Att32 numeric
@attribute Att33 numeric
@attribute Att34 numeric
@attribute Att35 numeric
@attribute Att36 numeric
@attribute Att37 numeric
@attribute Att38 numeric
@attribute Att39 numeric
@attribute Att40 numeric
@attribute Att41 numeric
@attribute Att42 numeric
@attribute Att43 numeric
@attribute Att44 numeric
@attribute Att45 numeric
@attribute Att46 numeric
@attribute Att47 numeric
@attribute Att48 numeric
@attribute Att49 numeric
@attribute Att50 numeric
@attribute Att51 numeric
@attribute Att52 numeric
@attribute Att53 numeric
@attribute Att54 numeric
@attribute Att55 numeric
@attribute Att56 numeric
@attribute Att57 numeric
@attribute Att58 numeric
@attribute Att59 numeric
@attribute Att60 numeric
@attribute Att61 numeric
@attribute Att62 numeric
@attribute Att63 numeric
@attribute Att64 numeric
@attribute Att65 numeric
@attribute Att66 numeric
@attribute Att67 numeric
@attribute Att68 numeric
@attribute Att69 numeric
@attribute Att70 numeric
@attribute Att71 numeric
@attribute Att72 numeric
@attribute Att73 numeric
@attribute Att74 numeric
@attribute Att75 numeric
@attribute Att76 numeric
@attribute Att77 numeric
@attribute Att78 numeric
@attribute Att79 numeric
@attribute Att80 numeric
@attribute Att81 numeric
@attribute Att82 numeric
@attribute Att83 numeric
@attribute Att84 numeric
@attribute Att85 numeric
@attribute Att86 numeric
@attribute Att87 numeric
@attribute Att88 numeric
@attribute Att89 numeric
@attribute Att90 numeric
@attribute Att91 numeric
@attribute Att92 numeric
@attribute Att93 numeric
@attribute Att94 numeric
@attribute Att95 numeric
@attribute Att96 numeric
@attribute Att97 numeric
@attribute Att98 numeric
@attribute Att99 numeric
@attribute Att100 numeric
@attribute Att101 numeric
@attribute Att102 numeric
@attribute Att103 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}

@data
0.022861,-0.034812,0.002488,0.000612,-0.073677,0.025039,-0.013298,0.150954,0.115076,-0.065668,0.097171,-0.012564,-0.056888,0.051063,0.049372,0.150564,-0.082637,0.039897,-0.105463,0.073966,-0.031314,-0.057748,-0.083227,-0.056923,-0.037653,-0.040457,-0.105294,-0.096806,-0.043269,-0.122502,-0.100794,-0.100634,-0.071409,-0.051754,0.040323,-0.069197,-0.115303,-0.063784,-0.081578,-0.01238,-0.041992,0.028952,0.02665,0.055235,0.034839,0.005616,0.078996,-0.110088,0.036879,0.048816,0.034179,0.015219,0.021949,-0.006749,-0.038506,-0.057431,0.121375,0.232815,-0.055186,0.017795,0.015789,-0.074953,-0.143977,0.040799,-0.094373,0.034024,-0.034659,-0.059625,-0.060326,0.217285,-0.081216,0.115085,-0.084516,0.324998,-0.111248,-0.097993,-0.073503,-0.00017,0.029223,-0.037482,-0.05484,-0.070289,-0.00916,-0.08178,-0.045487,-0.045047,0.117137,-0.032449,-0.059199,-0.049328,0.509691,-0.009754,0.085676,0.205022,-0.05336,-0.04984,-0.053374,-0.018226,0.120672,-0.063145,0.068963,0.081726,-0.142893,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.124038,0.009843,0.101549,0.070629,0.062304,0.017861,0.106596,-0.007072,0.089999,0.000794,0.047531,0.059511,0.070308,0.062983,0.08131,0.032697,0.082863,0.062965,-0.130074,0.013707,0.03985,-0.018979,0.161163,0.180999,0.071752,0.178673,0.143975,0.211422,0.176182,0.125077,-0.085221,0.126072,0.111735,0.112154,0.119392,0.104603,0.12314,0.062212,0.07596,0.012899,0.01113,0.076053,0.098199,-0.213443,0.056558,0.032697,0.036693,-0.027438,-0.002365,-0.014864,-0.08369,-0.078719,-0.089217,0.068215,-0.088461,-0.112725,-0.080544,-0.039184,-0.084968,-0.133178,-0.232303,-0.108323,0.002938,0.038498,0.165973,0.034265,0.00194,0.003842,-0.070249,-0.104761,-0.142961,-0.128887,0.067925,0.076357,-0.079509,-0.059117,-0.02621,-0.142973,-0.144231,0.203301,-0.018782,-0.074031,0.10372,-0.08226,-0.122958,-0.122874,-0.055536,-0.056652,-0.08949,0.129546,0.113749,-0.076266,0.045665,-0.108965,0.061205,-0.088475,0.114775,0.089763,-0.069656,-0.098851,-0.076185,0.117799,0.054767,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.137504,-0.019479,-0.031377,0.038175,-0.163495,-0.097938,-0.067558,0.092172,-0.117779,0.068667,-0.059065,0.189053,-0.024989,0.103967,-0.10467,0.168823,-0.233753,0.080764,-0.006625,0.145656,-0.122184,-0.088798,-0.087229,-0.013972,0.014418,0.19007,0.24568,0.084634,0.10786,0.146374,0.28484,0.310026,-0.0024,0.024121,-0.034459,-0.012112,-0.009297,-0.019395,0.006976,0.048231,-0.021308,-0.050594,-0.12836,-0.053095,-0.040174,-0.045025,-0.10968,0.035293,0.004492,-0.035786,-0.097734,-0.017611,-0.065668,0.084823,-0.01011,-0.019892,-0.031556,-0.03643,0.079184,0.032881,0.003323,0.01209,0.030706,0.229411,-0.067489,-0.108437,-0.176513,0.015178,-0.114228,0.134563,0.012138,0.092949,-0.133645,-0.051479,0.084148,-0.102314,-0.06095,0.093843,0.019975,-0.002068,-0.021271,-0.036584,-0.024564,-0.051786,-0.005337,-0.003384,-0.011171,-0.031162,-0.023907,-0.037126,-0.037158,-0.014065,-0.02764,0.320049,-0.019996,-0.018347,-0.021397,-0.021885,-0.012633,-0.029939,-0.023136,0.019119,0.085009,1,1,0,0,0,1,1,1,0,0,0,1,1,0
0.016676,0.008959,-0.041315,-0.012475,-0.078371,0.038505,0.068718,0.092781,0.20461,0.089231,0.126938,0.088697,0.040232,0.030236,0.032471,0.089465,-0.033228,0.086208,-0.088473,0.14174,0.055841,0.093024,0.104173,0.114803,0.073503,0.117149,0.043455,0.193608,0.122607,0.03698,-0.030325,0.058379,0.147251,0.079286,0.036699,0.099276,0.050414,0.044597,0.078529,0.047749,0.031242,0.100635,0.069197,0.043258,0.107052,0.062033,0.075736,0.124316,-0.078473,-0.05945,-0.074331,-0.058109,-0.053726,0.022424,-0.052917,-0.068165,-0.095871,-0.021067,-0.057785,-0.078482,-0.151187,-0.046032,-0.042584,-0.04954,-0.073218,0.006883,-0.068,-0.08008,-0.069046,-0.144078,-0.092016,0.150625,0.085345,0.053613,-0.042333,-0.130298,-0.194991,-0.163216,-0.242921,0.190142,-0.103768,0.080423,-0.121095,0.093674,-0.137901,-0.137265,0.117749,0.055263,0.063385,0.141154,0.134255,-0.129954,-0.103037,-0.149514,-0.101151,0.183272,0.003256,-0.088779,-0.105276,0.110361,0.118305,-0.130173,-0.025506,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.007663,0.026971,-0.028827,0.080908,0.050877,0.082021,-0.024349,0.241301,0.079065,-0.02276,0.123936,0.08789,0.17089,0.162437,0.154762,0.205633,-0.00298,0.065752,-0.046588,0.051183,0.055946,0.045136,0.016449,0.02437,0.076272,0.058476,0.146881,0.117875,0.169296,0.137817,0.123357,0.045282,-0.013771,0.003401,-0.08278,-0.013465,-0.135239,-0.084903,-0.086995,0.075199,-0.104663,-0.211943,-0.150961,-0.09022,-0.144294,0.03295,-0.097619,0.139611,-0.032276,-0.119537,-0.156211,-0.210425,-0.190955,0.094131,-0.123321,-0.115192,-0.026529,-0.113029,0.059316,0.023129,-0.008802,0.05162,0.067747,0.057551,0.027587,0.062806,0.158917,0.189541,0.037054,-0.092125,-0.060088,-0.017307,0.14082,0.216683,0.164256,0.208784,0.116654,-0.005689,-0.043304,0.00271,-0.01533,-0.035803,-0.029376,-0.05634,-0.007161,-0.009845,-0.019888,-0.033434,-0.006749,-0.035927,-0.037667,-0.017625,-0.040214,-0.015088,-0.027164,-0.023434,-0.023656,-0.028569,-0.020112,0.114392,0.038725,0.024089,0.121137,0,0,0,0,0,0,1,1,0,0,0,1,1,0
0.01222,-0.182488,-0.02554,-0.066153,0.063881,0.175342,0.082604,0.06418,0.030536,-0.052487,0.013176,-0.038717,-0.019273,-0.087111,0.018655,-0.055074,0.178201,-0.016585,0.162067,0.016238,-0.000153,0.110658,0.119281,-0.028113,0.131191,0.146223,0.020408,0.047187,0.050593,0.002431,-0.124936,0.088951,0.021613,0.035065,0.138386,-0.01741,0.013277,-0.014895,-0.076949,-0.123092,-0.087906,-0.002798,-0.017547,-0.107547,0.056866,-0.06286,0.059785,-0.251991,-0.05929,0.063557,0.016192,0.010669,-0.022126,-0.157295,-0.032037,-0.053472,0.035376,0.142961,-0.02442,-0.066762,-0.034026,0.023106,0.041508,0.1404,0.067872,-0.216855,0.000328,-0.060826,0.233344,-0.147996,0.131759,0.146004,-0.16322,-0.169131,-0.073078,-0.222212,-0.074159,-0.032871,-0.132662,0.120496,0.106036,-0.007882,-0.026257,-0.029745,-0.127141,-0.115482,-0.053965,-0.076685,-0.051862,-0.082386,-0.080728,-0.100592,0.126393,-0.084257,0.154176,-0.001616,0.188967,0.168518,-0.072059,-0.041871,-0.001189,-0.087576,0.024807,0,0,0,0,1,1,0,0,0,0,0,1,1,0
-0.009592,0.004063,0.141709,0.016378,0.070021,-0.02584,-0.006789,-0.02254,0.036759,-0.090936,0.002022,-0.120579,-0.09336,-0.146607,0.062038,-0.22465,0.171097,-0.023427,0.01603,-0.022769,-0.103542,-0.000062,0.098772,0.134179,-0.011718,-0.064025,-0.167438,-0.186756,-0.071876,-0.148178,-0.018798,-0.096576,0.11109,0.121898,0.114776,-0.053973,0.007531,0.075261,0.009216,-0.072949,-0.109009,-0.031749,0.098179,-0.097752,0.120806,0.109217,0.11077,0.005608,0.01057,0.052351,0.040611,0.026802,0.012826,0.002323,0.061593,-0.025447,0.021738,0.021969,0.599997,-0.092857,0.014317,0.083634,-0.042576,0.024752,-0.19161,0.030341,-0.183884,-0.057398,-0.088851,0.048074,-0.168814,-0.100387,0.101804,0.115586,0.027513,0.049971,-0.05105,-0.069825,-0.010054,0.00283,0.011129,-0.026576,-0.015811,-0.03784,0.020023,0.008866,-0.006925,-0.026526,-0.014401,-0.030414,-0.030722,-0.003702,-0.015269,-0.002833,-0.014513,-0.013533,-0.005983,-0.013845,-0.007517,-0.028346,-0.017558,0.022739,0.104246,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.188145,0.050489,0.032798,-0.090773,-0.020224,-0.051356,0.005477,-0.211544,-0.010655,-0.135223,-0.045288,-0.263602,-0.111972,0.019237,-0.1529,-0.101314,-0.105835,-0.124914,0.024548,-0.065833,-0.03202,-0.111027,-0.033523,-0.118794,-0.119719,-0.096061,-0.050487,-0.128063,-0.167012,-0.034229,-0.192545,-0.075632,-0.036423,-0.091799,-0.017542,0.037047,0.03455,0.060423,0.031247,0.167941,-0.030564,0.005357,0.111087,-0.072039,0.158321,0.194824,0.177679,0.118366,-0.008871,-0.064517,-0.000383,0.026781,0.02551,-0.016869,0.034153,-0.001206,-0.021465,-0.081557,0.05283,0.136774,0.098068,-0.008077,0.096254,0.200829,-0.019789,0.004791,-0.258263,-0.248036,0.00923,0.20483,0.118814,-0.010034,0.011562,0.015069,0.061959,0.089063,0.026987,-0.012807,0.208397,0.066232,0.079526,0.01982,-0.074223,0.041584,-0.077991,-0.078449,0.029389,0.00443,0.01161,-0.001092,-0.008259,-0.068809,-0.08684,-0.086137,0.005033,0.060682,0.052203,0.050617,-0.06624,-0.019004,-0.091252,-0.054351,0.092116,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0.000443,0.308092,-0.028267,-0.118381,0.078482,0.0569,0.040208,-0.040306,0.003681,-0.054611,-0.072454,-0.062759,-0.07251,-0.005455,0.049402,-0.039961,0.045595,-0.114017,-0.037515,-0.019629,-0.061219,-0.105864,0.044085,-0.006974,0.035524,-0.02288,-0.022346,-0.055145,-0.166768,-0.039774,-0.101366,-0.076279,0.049006,0.012575,-0.01488,0.125664,0.186256,0.171767,0.136304,0.06114,0.059787,0.181593,0.190071,-0.019345,0.065099,0.057982,0.04522,-0.097203,-0.06879,-0.081138,-0.069558,-0.102122,-0.084177,-0.091028,0.011031,0.055728,-0.13176,-0.116952,0.016563,0.025241,0.036413,0.058178,0.127081,0.071947,-0.145611,-0.082481,-0.016117,-0.150704,0.096751,0.070349,0.095475,0.098416,0.052649,-0.008953,-0.092022,-0.079925,-0.002145,0.020637,-0.005893,-0.061652,-0.043253,0.032434,0.354951,-0.097255,0.07559,-0.073557,-0.074516,-0.079919,-0.004792,0.1549,0.16887,0.273283,-0.03127,-0.080765,-0.077566,-0.072645,-0.026322,-0.05053,-0.07212,-0.085994,0.175772,-0.058503,-0.086127,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.030665,-0.093305,0.018542,-0.05384,-0.066352,-0.043858,0.017813,0.101618,0.035363,0.089902,-0.080144,0.12458,-0.047445,0.071157,0.063965,-0.001458,0.210545,0.086685,0.134069,-0.087179,-0.066803,0.044368,-0.007009,0.004655,-0.068807,0.000572,-0.059315,-0.039998,-0.041258,-0.116715,0.015404,-0.092643,-0.043908,0.089677,0.046079,-0.071099,-0.033476,-0.044496,-0.07347,-0.106788,-0.102827,-0.007789,-0.183759,-0.160825,0.020476,-0.023082,-0.021913,-0.014495,-0.090364,-0.112201,0.036115,0.032782,0.038072,-0.021598,0.009237,0.053304,0.059223,0.012201,0.058446,0.038689,0.083815,0.007188,-0.060844,0.08755,-0.128294,0.055052,0.076035,0.032533,-0.053522,0.139937,0.299065,0.193324,-0.441445,-0.313991,0.071544,-0.079603,-0.185588,0.064276,0.054302,-0.022989,-0.00072,0.019752,0.002074,-0.034807,-0.080665,0.122836,0.024484,-0.062304,-0.091228,-0.070927,0.088414,0.009085,0.083298,-0.041297,-0.068964,-0.078248,0.125802,0.123268,0.008535,-0.090947,-0.08027,-0.067601,0.064757,1,1,1,1,0,0,0,0,0,0,0,1,1,0
0.113364,0.15653,0.035036,0.053172,0.159262,-0.081953,0.08583,0.122974,0.188658,-0.087222,0.234312,0.011766,0.088408,-0.00115,0.296631,0.01964,-0.101834,-0.000118,-0.123443,-0.080309,-0.095982,0.068271,-0.043081,-0.078244,0.013013,-0.100533,-0.069445,-0.022451,-0.072841,-0.194855,-0.040456,-0.198101,-0.020808,0.017022,0.099038,-0.004017,0.004959,0.082533,-0.011126,-0.032011,0.094354,-0.351787,0.03771,-0.024967,-0.033885,0.222395,-0.039005,-0.166109,0.066854,0.044945,0.030247,0.024382,0.034394,0.017811,0.029241,-0.024894,0.066686,0.023859,-0.043158,0.061358,0.071753,0.080464,0.056207,-0.156212,-0.219081,-0.122109,-0.121494,-0.154733,0.115742,0.063582,0.111871,0.016868,-0.037268,-0.063723,-0.044304,-0.052479,-0.138452,-0.067366,-0.001583,-0.098313,-0.020768,0.049436,0.02118,-0.024359,0.039059,0.052839,0.020559,0.010522,0.033043,0.003624,0.00774,0.046163,-0.11046,0.064744,-0.111468,-0.010695,-0.109426,-0.10628,0.036283,-0.058737,0.058599,0.085562,0.083584,0,1,1,0,0,0,0,0,0,0,0,1,1,0
-0.200945,0.021111,0.028245,0.018336,-0.224496,0.008904,-0.136593,0.011419,0.004346,0.057746,0.117457,-0.026603,-0.022485,0.0912,-0.051288,0.222198,-0.078103,0.056331,0.111393,0.06038,0.277195,-0.023085,0.02768,0.03328,0.046161,0.08932,0.112377,0.055341,0.067055,0.062005,0.108774,0.091107,-0.1324,-0.071954,0.029032,-0.11128,-0.169889,-0.193617,-0.131759,-0.16111,-0.078954,-0.051218,-0.171796,0.183662,0.005927,-0.166324,-0.071714,0.045175,-0.071862,0.023296,0.038807,0.020188,-0.014833,-0.164077,0.082298,-0.037922,0.107084,0.077858,0.081189,0.079474,0.057944,-0.01302,-0.083343,-0.092768,0.048434,-0.078268,0.05,0.102039,-0.043818,0.045265,-0.022089,-0.073366,0.058268,0.264033,-0.096076,-0.080005,-0.096613,0.032895,0.047176,-0.079276,-0.085823,-0.110732,0.141708,0.023822,0.079225,-0.007913,0.014429,-0.070436,-0.010128,0.17793,0.15645,0.038828,0.063644,-0.01355,-0.093083,-0.087324,-0.091487,-0.045346,0.105577,0.001261,-0.089475,-0.082466,0.029166,1,1,1,1,0,0,0,0,0,0,0,1,1,0
-0.131098,-0.138428,-0.011726,-0.086136,-0.052715,-0.085008,-0.022705,0.207824,-0.070012,0.040528,-0.03439,0.010247,-0.007521,0.044125,0.017934,0.151044,-0.152486,-0.024298,0.023272,-0.028309,0.008777,-0.059854,0.000607,-0.019705,-0.015478,-0.059185,0.071027,0.075297,-0.019816,0.101346,0.023556,-0.060912,-0.069663,0.049834,-0.030846,-0.022951,0.028848,-0.001849,0.023229,0.088474,0.061554,-0.099988,0.097619,0.077111,-0.152403,-0.002129,-0.011769,0.223435,0.010366,-0.074323,-0.08618,-0.111139,-0.113662,0.168942,0.049879,-0.040442,-0.068013,-0.07395,-0.075876,0.041093,0.040675,-0.131395,-0.029536,-0.082525,0.058235,0.109208,0.071258,0.02659,0.035359,-0.026578,-0.075527,-0.038887,0.092356,-0.000634,0.117267,0.11346,0.169042,0.155231,0.269129,-0.099144,-0.115533,0.127534,-0.099885,0.107614,-0.092592,-0.080213,-0.110047,0.090044,0.191931,0.154102,0.144959,0.054615,-0.117092,0.110342,-0.113549,0.093583,-0.107719,-0.109969,0.146595,0.181378,0.190498,-0.106245,-0.17477,1,1,0,0,0,1,1,1,0,0,1,1,1,0
0.034992,-0.132651,-0.04522,-0.009992,0.143338,0.139133,0.098853,0.05301,0.12094,0.05806,0.143314,0.066606,0.093242,0.100347,0.058444,0.099575,0.106786,0.034851,-0.088595,0.017767,-0.003586,0.08705,0.172349,0.101408,0.063199,-0.053056,-0.036357,-0.037113,-0.038101,-0.166746,-0.055594,-0.047022,0.077929,0.058345,0.076924,0.060818,0.019543,0.047879,0.035586,0.031315,0.082737,0.071978,0.029647,0.043535,-0.187947,0.018042,-0.086956,0.109164,-0.148705,-0.046978,-0.14755,-0.108417,-0.092422,-0.156219,-0.132041,-0.007101,-0.231554,-0.143001,0.086865,-0.109235,0.016922,0.048225,0.063842,0.012714,0.06493,0.036816,-0.071195,0.007735,0.07792,0.014784,0.025703,0.234242,0.082225,0.039191,0.117717,-0.024803,0.033843,0.05316,0.050249,-0.127706,0.086672,0.356313,0.027566,0.041433,-0.101502,-0.031919,-0.206896,-0.069767,0.006284,0.144671,0.05485,0.043285,-0.111364,0.003688,0.06999,-0.051879,0.122398,0.067157,-0.152005,-0.163755,-0.062062,0.056711,0.008264,0,1,1,0,0,0,1,1,0,0,0,0,0,0
-0.036718,-0.070271,0.040638,-0.075328,0.006696,-0.149504,0.042951,-0.024689,-0.116718,-0.127855,-0.067184,-0.118765,-0.003882,-0.118332,-0.000008,-0.146953,0.06824,-0.105197,0.09586,-0.127289,-0.107742,-0.088346,-0.028477,-0.086792,-0.05399,-0.058943,-0.12043,-0.110753,-0.009032,-0.122861,-0.086663,-0.12426,0.075472,0.041694,0.056307,0.048181,0.126861,0.130028,0.278941,0.1735,0.103416,0.205091,0.155137,-0.087234,0.268274,0.310953,0.208084,0.003775,-0.050136,-0.008783,-0.038082,0.016472,-0.018874,-0.094223,-0.010981,0.00412,-0.046589,-0.044194,-0.301601,-0.004229,0.036309,0.084014,-0.099205,0.035066,0.075372,0.12463,-0.182389,0.03497,0.026793,0.125302,0.08152,0.039137,-0.062574,-0.126257,-0.105303,-0.024456,-0.083203,-0.106593,-0.025105,0.001303,-0.01968,0.019357,-0.021755,-0.053087,-0.001764,0.000503,-0.009623,-0.030992,-0.022363,-0.036549,-0.034749,-0.016436,-0.030504,-0.005373,-0.018319,-0.011975,-0.019976,0.034306,0.036586,-0.033135,-0.021446,0.022939,0.114349,0,0,0,0,1,1,0,0,0,0,0,1,1,0
-0.000507,0.042706,-0.055697,-0.040443,-0.067065,0.088652,0.043083,-0.047202,0.000625,0.082665,-0.067177,-0.12363,0.035104,-0.111854,-0.263699,0.042668,0.038972,-0.010644,0.051976,-0.104268,-0.048793,-0.008431,0.047571,0.117038,0.009408,-0.009368,-0.049432,0.030316,0.249034,-0.019943,-0.026661,0.106567,-0.001419,0.14976,0.125916,-0.003215,-0.171472,0.129009,0.027862,0.292274,0.081649,-0.147636,-0.317337,0.021139,-0.141071,0.013506,-0.049728,0.034981,0.085709,-0.110901,-0.080461,0.082334,-0.070271,0.045481,-0.049825,0.108285,-0.023199,0.014504,-0.000459,-0.028024,0.045263,0.01149,0.002348,-0.000156,-0.037806,0.09922,0.014647,-0.072681,0.1667,0.028642,-0.053421,-0.043516,-0.128957,-0.098621,0.00969,-0.066613,-0.029052,0.077833,0.037416,-0.029701,0.224676,-0.023865,0.108602,-0.075821,0.047443,-0.035905,-0.040886,-0.053058,-0.051721,-0.06612,-0.064759,-0.046488,0.415274,-0.042062,-0.015933,-0.043129,-0.046594,0.035917,-0.039964,-0.056996,0.037614,-0.018517,-0.072375,0,1,1,1,0,0,0,0,0,0,0,1,1,0
-0.015361,-0.097224,-0.01318,0.05364,0.194779,0.053513,0.196172,0.033154,0.088789,-0.081174,-0.075241,-0.014693,0.282868,0.036763,0.117755,0.090259,-0.025407,0.057288,-0.112989,-0.102867,-0.25176,-0.017658,-0.139391,-0.018084,0.00591,0.148638,0.094889,0.083163,-0.127714,0.087356,-0.013665,0.031192,-0.01965,-0.03106,0.082085,0.150561,0.193474,0.12781,0.081377,0.034646,0.040435,0.105012,-0.191931,-0.264625,-0.009457,0.003041,0.022447,-0.099513,0.072013,0.142116,0.134501,0.075048,0.044141,-0.045978,0.010427,-0.123466,0.121078,0.079158,-0.191016,-0.053091,-0.143804,0.156261,0.066331,-0.093464,-0.145332,-0.13601,0.027011,-0.083125,0.079373,-0.085644,0.010851,-0.006563,-0.075472,-0.032037,-0.0689,0.01126,0.075984,-0.239521,-0.191647,0.004977,-0.008887,-0.007086,-0.012819,-0.041364,-0.001258,-0.009208,-0.022445,-0.03742,-0.015745,-0.034988,-0.03196,0.003028,-0.010467,0.01932,-0.012344,-0.03871,-0.007338,-0.013843,-0.023994,-0.028384,0.004597,0.015206,0.129797,0,1,1,0,0,0,1,1,1,0,0,1,1,0
-0.25342,-0.282784,-0.180796,-0.107719,0.044806,-0.036124,0.106875,0.129091,-0.015911,0.117281,-0.117294,0.046884,-0.035583,0.079327,0.00727,0.077297,-0.047777,0.11288,-0.140774,-0.128787,-0.185001,-0.146971,-0.138887,-0.040018,0.013749,0.199223,0.130255,0.125373,-0.062788,0.08552,0.054098,0.000283,-0.052449,-0.116634,0.034317,0.124093,0.148244,0.011686,-0.106041,-0.036927,0.010487,0.070239,0.035478,-0.054486,-0.08929,-0.143395,-0.059068,-0.062586,0.023623,0.097706,0.173776,0.158769,0.136139,0.091061,0.046198,0.005694,0.219379,0.111455,-0.000772,0.005677,-0.021895,-0.02756,0.083565,-0.114755,0.051469,0.003986,0.113201,0.100415,-0.093572,-0.144203,-0.207874,-0.203261,0.007301,-0.052102,0.019461,0.084845,0.074198,-0.072631,-0.093609,-0.005971,-0.068025,-0.028533,-0.001274,-0.023005,-0.003217,0.020817,-0.03024,-0.031922,0.009311,-0.063476,-0.073669,-0.0671,-0.021705,-0.063541,0.050087,-0.0427,0.073626,0.095997,0.030442,-0.02985,-0.016147,-0.033696,0.117002,1,1,1,0,1,1,0,0,0,0,0,1,1,0
0.032392,-0.006506,-0.190853,0.076977,-0.146823,-0.02095,-0.020194,0.030657,-0.10092,0.223005,-0.06903,0.028795,-0.170278,0.001999,-0.14332,0.048164,-0.008298,0.152707,0.049172,0.079037,-0.19411,0.176164,0.280757,0.144672,0.073515,0.00334,-0.051981,-0.019231,0.155295,-0.209855,-0.178631,0.083621,-0.138828,-0.029966,-0.033382,-0.00406,-0.036261,-0.03164,-0.140107,-0.199754,-0.100243,0.019033,-0.065303,-0.018145,0.009422,-0.136803,-0.079428,-0.144573,-0.017726,0.047102,0.039765,0.028021,0.056747,-0.019978,0.009282,0.050414,-0.034561,-0.011948,-0.01602,-0.081163,-0.051258,0.026699,-0.048884,0.142764,-0.084989,0.019655,0.003274,-0.026723,0.08284,0.113071,0.189066,0.199594,0.141742,0.15368,0.066872,0.03443,-0.048503,-0.078293,0.000674,-0.125256,0.034185,-0.010379,0.007216,0.065468,-0.037528,0.037328,-0.108804,-0.052682,0.019289,0.145027,0.048046,-0.107949,-0.056248,-0.031271,0.044086,0.118787,-0.066958,-0.046763,-0.080404,-0.048262,-0.019089,0.189643,0.051837,1,1,0,1,1,0,0,0,0,0,0,1,1,0
-0.012727,-0.09197,0.043246,-0.015132,0.010291,-0.017259,-0.037138,-0.023453,0.007407,-0.162462,0.078775,-0.074153,-0.055219,0.015271,-0.038438,0.028417,-0.117567,-0.058718,-0.081786,-0.130518,-0.041299,0.039053,-0.011269,0.060329,0.129895,0.087782,0.020089,0.020107,0.028587,0.012442,0.039196,-0.042177,0.069331,-0.007735,-0.043396,0.057167,0.073348,0.136761,0.169844,0.134756,0.141593,0.142544,0.170103,0.051018,0.135249,0.207052,0.070781,-0.016201,-0.04703,-0.060677,-0.102406,-0.079738,-0.035011,-0.02715,-0.107378,-0.029138,-0.148626,-0.136664,-0.042444,-0.024554,0.019843,-0.011956,-0.049126,-0.006565,0.098528,-0.099778,0.090776,0.057888,-0.023106,0.120052,0.055658,0.164081,0.083472,0.024252,-0.071631,-0.152693,-0.100597,-0.063567,-0.045751,-0.204163,-0.186912,0.13044,0.063267,0.062505,0.139376,0.119162,0.169741,0.027064,0.052401,0.132579,0.115034,-0.048206,-0.177701,-0.097068,-0.156023,0.098718,-0.158306,-0.161806,0.197315,0.044888,0.132524,0.174268,-0.136347,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.059485,0.082982,0.059206,-0.048009,-0.080659,-0.040589,0.011468,0.050558,-0.095013,0.082027,-0.106519,-0.140535,-0.094982,-0.040231,-0.125773,-0.082001,-0.095713,0.007036,0.163935,0.149809,-0.232166,-0.074658,0.00875,-0.012818,-0.032746,0.075862,-0.069151,0.01163,-0.025441,-0.002651,0.064739,0.109566,-0.174832,-0.138374,-0.146829,-0.072984,-0.008107,-0.089382,0.032318,-0.019282,-0.046406,-0.017269,-0.024495,-0.127997,0.070296,0.043177,0.052259,-0.135437,-0.051163,-0.050382,-0.077033,-0.0336,0.016761,0.064432,-0.014371,0.043675,-0.041424,-0.034975,0.05314,0.11616,0.288155,0.049192,-0.051776,0.139424,0.049808,-0.096964,0.068355,0.242498,0.113803,-0.014834,0.20616,0.152611,-0.062545,-0.10081,-0.071397,0.053192,0.132372,-0.022931,-0.087944,-0.072613,0.219806,-0.053006,-0.041811,0.112594,0.17125,-0.078969,-0.127867,-0.120838,0.031691,0.086387,0.07834,0.208316,0.017469,0.097853,-0.077641,-0.115283,0.026899,-0.122838,0.009688,-0.130191,-0.073811,0.046018,0.002473,1,1,0,0,1,1,0,0,0,0,0,0,0,0
